C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,Sn,Al,Ti,Nb,CEQ,板坯装炉前温度,轧制道次数,精轧道次数,轧制厚度,粗轧开轧温度_测量平均,粗轧终止温度_测量平均,精轧开轧温度_测量平均,精轧终止温度_测量平均,抽出平均温度,TENSION_RM,YIELD_REH,EL
0.152,0.25,1.22,0.013,0.004,0.02,0.01,0.03,0.002,0.002,0.003,0.029,0.015,0.013,0.36,577,12,7,25.0,1156,1108,878,836,1185,529,426,26.0
0.145,0.24,1.23,0.015,0.007,0.02,0.01,0.03,0.002,0.001,0.004,0.039,0.017,0.014,0.36,573,12,7,14.72,1153,1103,914,814,1189,512,401,26.0
0.148,0.28,1.23,0.012,0.008,0.02,0.01,0.02,0.002,0.002,0.003,0.039,0.019,0.014,0.36,541,16,9,48.6,1179,1127,871,837,1196,529,458,27.5
0.146,0.27,1.23,0.014,0.003,0.02,0.01,0.03,0.002,0.002,0.003,0.033,0.016,0.014,0.36,569,12,7,14.03,1171,1118,920,813,1212,522,402,25.0
0.146,0.27,1.23,0.014,0.003,0.02,0.01,0.03,0.002,0.002,0.003,0.033,0.016,0.014,0.36,561,12,7,14.03,1166,1113,914,808,1207,512,429,27.0
0.149,0.25,1.23,0.014,0.008,0.02,0.01,0.04,0.002,0.002,0.003,0.039,0.018,0.015,0.36,559,12,7,14.03,1166,1113,918,812,1212,525,437,26.5
0.149,0.25,1.23,0.014,0.008,0.02,0.01,0.04,0.002,0.002,0.003,0.039,0.018,0.015,0.36,560,12,7,14.03,1168,1115,922,814,1214,513,445,27.0
0.149,0.25,1.23,0.014,0.008,0.02,0.01,0.04,0.002,0.002,0.003,0.039,0.018,0.015,0.36,557,12,7,14.03,1165,1112,917,808,1213,523,400,25.0
0.14,0.25,1.24,0.017,0.006,0.02,0.01,0.04,0.002,0.002,0.004,0.033,0.016,0.014,0.36,533,12,7,14.03,1187,1132,927,815,1221,521,431,27.0
0.14,0.25,1.24,0.017,0.006,0.02,0.01,0.04,0.002,0.002,0.004,0.033,0.016,0.014,0.36,534,12,7,14.03,1183,1127,922,811,1218,519,405,25.5
0.145,0.26,1.24,0.013,0.008,0.02,0.01,0.03,0.002,0.002,0.004,0.032,0.016,0.016,0.36,528,12,7,14.03,1148,1096,915,804,1190,520,411,26.0
0.142,0.28,1.23,0.012,0.003,0.02,0.01,0.03,0.002,0.002,0.003,0.029,0.014,0.013,0.35,567,14,7,13.73,1166,1113,942,816,1199,514,428,26.0
0.142,0.28,1.23,0.012,0.003,0.02,0.01,0.03,0.002,0.002,0.003,0.029,0.014,0.013,0.35,568,14,7,13.63,1174,1121,938,815,1207,529,451,26.0
0.152,0.25,1.22,0.013,0.004,0.02,0.01,0.03,0.002,0.002,0.003,0.029,0.015,0.013,0.36,578,12,7,25.75,1137,1089,855,813,1183,567,474,26.0
0.152,0.25,1.22,0.013,0.004,0.02,0.01,0.03,0.002,0.002,0.003,0.029,0.015,0.013,0.36,578,12,7,25.1,1148,1097,837,797,1184,571,470,26.5
0.147,0.27,1.24,0.012,0.002,0.02,0.01,0.02,0.002,0.002,0.002,0.03,0.016,0.016,0.38,571,12,7,17.02,1135,1088,902,827,1180,523,440,27.0
0.147,0.27,1.24,0.012,0.002,0.02,0.01,0.02,0.002,0.002,0.002,0.03,0.016,0.016,0.38,571,12,7,17.02,1135,1088,902,827,1180,523,440,27.0
0.147,0.24,1.23,0.013,0.009,0.02,0.01,0.03,0.002,0.002,0.004,0.031,0.015,0.011,0.36,590,12,7,14.1,1162,1106,878,785,1195,524,421,26.5
0.147,0.24,1.23,0.013,0.009,0.02,0.01,0.03,0.002,0.002,0.004,0.031,0.015,0.011,0.36,296,12,7,14.1,1164,1110,904,799,1198,518,411,27.0
0.147,0.24,1.23,0.013,0.009,0.02,0.01,0.03,0.002,0.002,0.004,0.031,0.015,0.011,0.36,534,12,7,14.1,1170,1115,900,797,1195,511,411,27.5
0.145,0.25,1.23,0.009,0.006,0.02,0.01,0.03,0.002,0.002,0.003,0.036,0.017,0.011,0.36,580,12,7,14.1,1169,1114,903,798,1202,517,407,28.5
0.141,0.24,1.24,0.01,0.007,0.02,0.01,0.03,0.003,0.002,0.003,0.037,0.011,0.011,0.36,555,12,7,14.1,1164,1110,899,800,1195,521,406,26.0
0.141,0.24,1.24,0.01,0.007,0.02,0.01,0.03,0.003,0.002,0.003,0.037,0.011,0.011,0.36,20,12,7,14.11,1167,1112,872,793,1193,523,403,27.5
0.151,0.25,1.23,0.01,0.009,0.02,0.01,0.02,0.002,0.002,0.003,0.032,0.016,0.011,0.36,333,12,7,14.11,1173,1117,892,797,1201,503,390,28.0
0.151,0.25,1.23,0.01,0.009,0.02,0.01,0.02,0.002,0.002,0.003,0.032,0.016,0.011,0.36,558,12,7,14.11,1176,1119,867,787,1204,528,421,26.0
0.151,0.25,1.23,0.01,0.009,0.02,0.01,0.02,0.002,0.002,0.003,0.032,0.016,0.011,0.36,545,14,7,14.11,1172,1118,907,802,1211,522,412,27.5
0.152,0.26,1.23,0.016,0.009,0.02,0.01,0.03,0.002,0.002,0.004,0.034,0.019,0.013,0.37,537,16,9,23.1,1148,1097,857,801,1183,535,426,26.1
0.152,0.26,1.23,0.016,0.009,0.02,0.01,0.03,0.002,0.002,0.004,0.034,0.019,0.013,0.37,532,16,9,22.5,1158,1107,873,812,1188,529,426,25.0
0.157,0.28,1.24,0.012,0.003,0.02,0.01,0.02,0.004,0.002,0.003,0.041,0.019,0.013,0.37,416,16,7,14.13,1158,1111,953,837,1198,503,368,28.5
0.155,0.24,1.22,0.014,0.005,0.02,0.01,0.03,0.003,0.001,0.004,0.031,0.016,0.014,0.37,551,14,7,25.98,1164,1116,874,836,1199,571,470,28.0
0.155,0.24,1.22,0.014,0.005,0.02,0.01,0.03,0.003,0.001,0.004,0.031,0.016,0.014,0.37,551,14,7,25.78,1172,1122,870,833,1201,529,481,27.0
0.155,0.24,1.22,0.014,0.005,0.02,0.01,0.03,0.003,0.001,0.004,0.031,0.016,0.014,0.37,558,14,7,25.03,1161,1116,881,845,1196,529,426,27.5
0.155,0.24,1.22,0.014,0.005,0.02,0.01,0.03,0.003,0.001,0.004,0.031,0.016,0.014,0.37,554,14,7,24.63,1172,1123,873,832,1205,529,487,29.0
0.155,0.24,1.22,0.014,0.005,0.02,0.01,0.03,0.003,0.001,0.004,0.031,0.016,0.014,0.37,558,14,7,23.58,1172,1124,877,837,1207,549,443,28.5
0.156,0.25,1.23,0.013,0.005,0.02,0.01,0.02,0.002,0.002,0.003,0.036,0.015,0.011,0.37,252,14,7,23.1,1151,1105,875,829,1190,546,410,27.0
0.15,0.25,1.23,0.015,0.01,0.02,0.01,0.02,0.002,0.002,0.003,0.037,0.017,0.012,0.36,20,14,7,15.03,1169,1115,923,815,1199,511,402,27.0
0.155,0.24,1.22,0.014,0.005,0.02,0.01,0.03,0.003,0.001,0.004,0.031,0.016,0.014,0.37,251,14,7,26.55,1166,1118,877,833,1196,529,486,28.5
0.156,0.25,1.23,0.013,0.005,0.02,0.01,0.02,0.002,0.002,0.003,0.036,0.015,0.011,0.37,452,14,7,19.35,1158,1108,866,822,1196,512,415,28.5
0.15,0.25,1.2,0.014,0.007,0.02,0.01,0.02,0.002,0.001,0.003,0.028,0.014,0.011,0.36,553,14,7,15.3,1170,1118,923,824,1203,513,436,29.0
0.154,0.25,1.25,0.013,0.005,0.02,0.01,0.03,0.002,0.002,0.003,0.034,0.016,0.013,0.37,576,14,7,17.85,1163,1114,908,836,1203,520,409,30.5
0.147,0.24,1.23,0.011,0.008,0.02,0.01,0.03,0.003,0.001,0.003,0.032,0.017,0.011,0.36,584,14,7,17.45,1161,1110,907,821,1202,514,392,26.0
0.151,0.25,1.22,0.013,0.008,0.02,0.01,0.03,0.002,0.001,0.003,0.029,0.015,0.011,0.36,589,14,7,13.8,1167,1114,941,818,1196,511,425,28.5
0.151,0.28,1.24,0.014,0.007,0.02,0.01,0.03,0.003,0.002,0.003,0.041,0.019,0.013,0.37,565,14,7,32.25,1142,1097,854,830,1172,564,468,26.0
0.147,0.24,1.23,0.011,0.008,0.02,0.01,0.03,0.003,0.001,0.003,0.032,0.017,0.011,0.36,580,14,7,16.8,1167,1116,909,828,1191,503,406,28.5
0.147,0.27,1.24,0.012,0.004,0.02,0.01,0.02,0.002,0.001,0.003,0.027,0.016,0.012,0.36,568,14,7,19.88,1147,1099,900,828,1186,505,390,28.0
0.146,0.28,1.24,0.013,0.009,0.02,0.01,0.02,0.002,0.001,0.002,0.036,0.017,0.014,0.36,361,14,7,20.28,1154,1104,886,818,1189,571,469,27.5
0.146,0.28,1.24,0.013,0.009,0.02,0.01,0.02,0.002,0.001,0.002,0.036,0.017,0.014,0.36,575,14,7,20.38,1176,1123,889,816,1194,553,450,29.5
0.15,0.24,1.24,0.014,0.011,0.02,0.01,0.03,0.002,0.001,0.002,0.021,0.016,0.012,0.36,546,14,7,19.28,1150,1102,898,824,1177,522,390,29.5
0.145,0.27,1.24,0.014,0.006,0.02,0.01,0.02,0.002,0.001,0.003,0.039,0.018,0.013,0.36,550,14,7,18.68,1152,1103,898,820,1179,532,412,29.5
0.153,0.24,1.21,0.012,0.009,0.02,0.01,0.02,0.004,0.001,0.002,0.036,0.018,0.014,0.36,562,16,7,17.7,1167,1120,916,843,1198,511,386,29.0
0.153,0.24,1.21,0.012,0.009,0.02,0.01,0.02,0.004,0.001,0.002,0.036,0.018,0.014,0.36,563,16,7,17.37,1163,1116,912,842,1194,506,383,29.5
0.153,0.24,1.21,0.012,0.009,0.02,0.01,0.02,0.004,0.001,0.002,0.036,0.018,0.014,0.36,528,16,7,18.0,1165,1118,915,845,1197,510,385,27.0
0.146,0.31,1.22,0.011,0.011,0.02,0.01,0.03,0.002,0.002,0.003,0.04,0.016,0.012,0.36,559,16,7,17.27,1163,1116,917,841,1194,509,397,27.5
0.146,0.31,1.22,0.011,0.011,0.02,0.01,0.03,0.002,0.002,0.003,0.04,0.016,0.012,0.36,553,16,7,16.97,1163,1115,916,838,1193,518,402,27.5
0.145,0.25,1.21,0.013,0.005,0.02,0.01,0.02,0.002,0.001,0.003,0.032,0.016,0.012,0.35,548,14,7,13.6,1193,1139,910,821,1220,524,409,29.5
0.146,0.24,1.23,0.011,0.009,0.02,0.01,0.02,0.002,0.001,0.002,0.037,0.014,0.011,0.36,555,14,7,13.6,1172,1121,904,816,1209,519,405,27.5
0.151,0.25,1.24,0.012,0.007,0.02,0.01,0.02,0.002,0.002,0.003,0.035,0.015,0.016,0.37,426,18,9,15.7,1172,1120,927,822,1200,531,421,28.0
0.155,0.23,1.24,0.015,0.008,0.02,0.01,0.02,0.001,0.002,0.002,0.04,0.012,0.012,0.37,572,14,7,22.5,1173,1119,872,814,1203,527,459,30.5
0.155,0.23,1.24,0.015,0.008,0.02,0.01,0.02,0.001,0.002,0.002,0.04,0.012,0.012,0.37,582,14,7,21.0,1180,1124,868,807,1209,528,472,29.0
0.145,0.25,1.21,0.013,0.005,0.02,0.01,0.02,0.002,0.001,0.003,0.032,0.016,0.012,0.35,48,14,7,13.7,1148,1098,905,812,1174,518,407,29.0
0.152,0.25,1.24,0.014,0.007,0.02,0.01,0.03,0.002,0.001,0.003,0.035,0.018,0.011,0.37,51,14,7,15.4,1158,1110,908,830,1179,525,403,27.5
0.145,0.26,1.24,0.013,0.005,0.02,0.01,0.02,0.003,0.001,0.003,0.037,0.015,0.014,0.36,168,14,7,15.9,1165,1114,878,818,1193,540,443,29.5
0.147,0.24,1.23,0.014,0.009,0.02,0.01,0.02,0.001,0.001,0.003,0.031,0.015,0.011,0.36,564,14,7,13.51,1160,1105,909,792,1190,506,399,26.5
0.147,0.24,1.23,0.014,0.009,0.02,0.01,0.02,0.001,0.001,0.003,0.031,0.015,0.011,0.36,564,14,7,13.71,1172,1112,885,778,1196,516,409,29.0
0.147,0.24,1.23,0.014,0.009,0.02,0.01,0.02,0.001,0.001,0.003,0.031,0.015,0.011,0.36,548,14,7,14.01,1166,1111,913,798,1195,515,394,29.0
0.147,0.24,1.23,0.014,0.009,0.02,0.01,0.02,0.001,0.001,0.003,0.031,0.015,0.011,0.36,560,14,7,14.21,1163,1109,927,803,1191,512,390,30.0
0.145,0.23,1.23,0.015,0.008,0.02,0.01,0.02,0.002,0.002,0.002,0.033,0.017,0.011,0.36,561,14,7,14.21,1165,1110,926,802,1189,510,389,27.5
0.145,0.23,1.23,0.015,0.008,0.02,0.01,0.02,0.002,0.002,0.002,0.033,0.017,0.011,0.36,561,14,7,14.21,1165,1110,926,802,1189,510,389,27.5
0.146,0.24,1.22,0.017,0.006,0.02,0.01,0.02,0.003,0.002,0.003,0.032,0.014,0.012,0.36,48,18,11,32.65,1148,1097,875,807,1177,514,426,26.0
0.148,0.23,1.24,0.012,0.008,0.02,0.01,0.02,0.001,0.001,0.003,0.028,0.014,0.011,0.36,567,14,7,18.7,1163,1111,884,814,1190,511,429,26.0
0.151,0.25,1.23,0.015,0.004,0.02,0.01,0.02,0.002,0.002,0.003,0.03,0.019,0.011,0.36,554,14,7,25.25,1165,1081,864,829,1172,531,433,30.0
0.151,0.25,1.23,0.015,0.004,0.02,0.01,0.02,0.002,0.002,0.003,0.03,0.019,0.011,0.36,556,14,7,25.28,1130,1086,873,828,1189,529,449,27.5
0.145,0.23,1.23,0.015,0.008,0.02,0.01,0.02,0.002,0.002,0.002,0.033,0.017,0.011,0.36,566,14,7,15.66,1157,1103,893,799,1189,514,450,27.0
0.145,0.23,1.23,0.015,0.008,0.02,0.01,0.02,0.002,0.002,0.002,0.033,0.017,0.011,0.36,566,16,9,16.6,1165,1104,887,818,1189,513,428,27.0
0.145,0.23,1.23,0.016,0.003,0.02,0.01,0.03,0.002,0.002,0.003,0.032,0.014,0.011,0.36,128,14,7,17.5,1166,1115,911,822,1199,529,379,27.5
0.151,0.25,1.23,0.015,0.004,0.02,0.01,0.02,0.002,0.002,0.002,0.038,0.014,0.011,0.36,94,16,7,13.2,1179,1120,939,788,1207,545,389,28.0
0.141,0.28,1.24,0.013,0.006,0.02,0.01,0.02,0.002,0.002,0.004,0.03,0.015,0.013,0.37,563,18,9,42.2,1166,1117,868,831,1201,529,473,29.0
0.147,0.3,1.28,0.01,0.003,0.02,0.01,0.02,0.002,0.001,0.003,0.035,0.016,0.013,0.37,528,14,7,15.95,1166,1116,921,836,1199,538,402,28.0
0.147,0.3,1.28,0.01,0.003,0.02,0.01,0.02,0.002,0.001,0.003,0.035,0.016,0.013,0.37,531,14,7,15.85,1158,1108,917,824,1192,517,418,28.5
0.147,0.3,1.28,0.01,0.003,0.02,0.01,0.02,0.002,0.001,0.003,0.035,0.016,0.013,0.37,536,14,7,15.75,1167,1114,912,823,1200,523,394,27.5
0.147,0.3,1.28,0.01,0.003,0.02,0.01,0.02,0.002,0.001,0.003,0.035,0.016,0.013,0.37,529,12,7,15.65,1165,1109,870,788,1193,524,435,27.5
0.147,0.3,1.28,0.01,0.003,0.02,0.01,0.02,0.002,0.001,0.003,0.035,0.016,0.013,0.37,514,12,7,15.65,1160,1107,894,810,1196,518,402,29.5
0.147,0.3,1.28,0.01,0.003,0.02,0.01,0.02,0.002,0.001,0.003,0.035,0.016,0.013,0.37,509,14,7,12.55,1166,1108,925,777,1191,533,445,28.0
0.147,0.27,1.24,0.012,0.002,0.02,0.01,0.02,0.002,0.002,0.002,0.03,0.016,0.016,0.38,571,12,7,16.62,1148,1101,906,831,1187,539,429,25.5
0.147,0.27,1.24,0.012,0.002,0.02,0.01,0.02,0.002,0.002,0.002,0.03,0.016,0.016,0.38,569,14,7,15.82,1165,1114,918,831,1178,536,423,26.0
0.147,0.27,1.24,0.012,0.002,0.02,0.01,0.02,0.002,0.002,0.002,0.03,0.016,0.016,0.38,570,14,7,14.92,1143,1093,916,810,1183,525,429,26.0
0.145,0.24,1.23,0.015,0.007,0.02,0.01,0.03,0.002,0.001,0.004,0.039,0.017,0.014,0.36,565,14,7,14.62,1165,1111,915,809,1196,520,422,26.0
0.145,0.24,1.23,0.015,0.007,0.02,0.01,0.03,0.002,0.001,0.004,0.039,0.017,0.014,0.36,575,14,7,14.52,1155,1103,918,812,1195,526,409,26.0
0.153,0.24,1.25,0.013,0.002,0.02,0.01,0.03,0.002,0.002,0.004,0.03,0.015,0.014,0.37,573,14,7,14.4,1149,1097,915,806,1195,525,407,25.0
0.153,0.24,1.25,0.013,0.002,0.02,0.01,0.03,0.002,0.002,0.004,0.03,0.015,0.014,0.37,566,14,7,14.3,1155,1102,906,801,1197,529,425,25.5
0.153,0.24,1.25,0.013,0.002,0.02,0.01,0.03,0.002,0.002,0.004,0.03,0.015,0.014,0.37,566,14,7,14.25,1145,1091,905,791,1201,523,417,26.0
0.148,0.28,1.23,0.012,0.008,0.02,0.01,0.02,0.002,0.002,0.003,0.039,0.019,0.014,0.36,532,16,9,48.6,1165,1118,875,840,1197,575,450,27.5
0.145,0.26,1.24,0.013,0.008,0.02,0.01,0.03,0.002,0.002,0.004,0.032,0.016,0.016,0.36,526,12,7,14.03,1158,1105,892,795,1191,526,441,30.0
0.142,0.28,1.23,0.012,0.003,0.02,0.01,0.03,0.002,0.002,0.003,0.029,0.014,0.013,0.35,525,14,7,14.03,1156,1105,923,808,1197,513,427,26.5
0.151,0.27,1.23,0.011,0.003,0.02,0.01,0.03,0.002,0.002,0.003,0.033,0.016,0.015,0.36,581,12,7,26.35,1147,1102,874,832,1183,529,465,26.5
0.147,0.27,1.24,0.012,0.002,0.02,0.01,0.02,0.002,0.002,0.002,0.03,0.016,0.016,0.38,566,12,7,22.4,1157,1109,882,835,1187,529,486,27.5
0.145,0.24,1.23,0.015,0.007,0.02,0.01,0.03,0.002,0.001,0.004,0.039,0.017,0.014,0.36,569,14,7,14.92,1164,1112,920,818,1194,518,399,28.5
0.145,0.24,1.23,0.015,0.007,0.02,0.01,0.03,0.002,0.001,0.004,0.039,0.017,0.014,0.36,574,12,7,14.82,1165,1113,918,822,1194,520,401,26.0
0.146,0.25,1.24,0.008,0.004,0.02,0.01,0.02,0.002,0.002,0.003,0.033,0.017,0.013,0.38,226,12,7,18.75,1177,1126,868,829,1216,548,463,27.5
0.151,0.23,1.23,0.017,0.006,0.02,0.01,0.03,0.002,0.002,0.004,0.033,0.017,0.012,0.38,425,16,7,14.5,1159,1108,929,819,1202,522,409,28.0
0.157,0.28,1.24,0.012,0.003,0.02,0.01,0.02,0.004,0.002,0.003,0.041,0.019,0.013,0.37,507,16,7,14.2,1159,1108,932,818,1197,517,397,28.0
0.157,0.28,1.24,0.012,0.003,0.02,0.01,0.02,0.004,0.002,0.003,0.041,0.019,0.013,0.37,542,16,7,14.03,1164,1116,952,835,1201,508,382,29.5
0.156,0.25,1.23,0.013,0.005,0.02,0.01,0.02,0.002,0.002,0.003,0.036,0.015,0.011,0.37,543,12,5,17.53,1170,1122,898,849,1207,514,428,27.5
0.152,0.25,1.23,0.013,0.005,0.02,0.01,0.02,0.004,0.001,0.003,0.028,0.016,0.014,0.37,544,12,5,17.53,1176,1126,895,845,1209,522,434,28.0
0.152,0.25,1.23,0.013,0.005,0.02,0.01,0.02,0.004,0.001,0.003,0.028,0.016,0.014,0.37,534,12,5,17.58,1174,1125,893,843,1201,520,444,27.0
0.152,0.25,1.23,0.013,0.005,0.02,0.01,0.02,0.004,0.001,0.003,0.028,0.016,0.014,0.37,544,12,5,16.33,1166,1118,902,848,1202,505,392,28.0
0.152,0.25,1.23,0.013,0.005,0.02,0.01,0.02,0.004,0.001,0.003,0.028,0.016,0.014,0.37,550,14,7,15.93,1180,1125,926,816,1203,518,410,28.0
0.152,0.25,1.23,0.013,0.005,0.02,0.01,0.02,0.004,0.001,0.003,0.028,0.016,0.014,0.37,550,14,7,15.73,1167,1114,924,817,1203,526,438,27.5
0.14,0.21,1.24,0.011,0.004,0.02,0.01,0.02,0.002,0.002,0.003,0.038,0.02,0.013,0.37,563,14,7,19.15,1162,1114,864,823,1215,519,466,27.5
0.151,0.28,1.24,0.014,0.007,0.02,0.01,0.03,0.003,0.002,0.003,0.041,0.019,0.013,0.37,550,16,9,31.85,1150,1100,855,809,1175,556,465,29.0
0.151,0.25,1.22,0.013,0.008,0.02,0.01,0.03,0.002,0.001,0.003,0.029,0.015,0.011,0.36,575,14,7,16.55,1163,1113,909,833,1196,505,391,29.0
0.147,0.24,1.23,0.011,0.008,0.02,0.01,0.03,0.003,0.001,0.003,0.032,0.017,0.011,0.36,582,14,7,16.91,1174,1122,908,824,1198,510,374,26.0
0.151,0.25,1.22,0.013,0.008,0.02,0.01,0.03,0.002,0.001,0.003,0.029,0.015,0.011,0.36,580,14,7,14.0,1167,1113,922,807,1193,515,400,29.5
0.151,0.25,1.22,0.013,0.008,0.02,0.01,0.03,0.002,0.001,0.003,0.029,0.015,0.011,0.36,589,14,7,16.0,1167,1117,911,830,1196,507,369,28.0
0.144,0.25,1.21,0.014,0.006,0.02,0.01,0.02,0.002,0.002,0.003,0.035,0.017,0.014,0.35,559,16,7,16.87,1170,1122,916,837,1201,515,392,27.5
0.144,0.25,1.21,0.014,0.006,0.02,0.01,0.02,0.002,0.002,0.003,0.035,0.017,0.014,0.35,558,16,7,16.87,1167,1118,910,835,1198,511,388,27.5
0.15,0.31,1.27,0.01,0.011,0.02,0.01,0.02,0.003,0.001,0.003,0.04,0.017,0.012,0.37,549,16,7,16.57,1159,1111,915,833,1191,512,405,29.0
0.144,0.25,1.21,0.014,0.006,0.02,0.01,0.02,0.002,0.002,0.003,0.035,0.017,0.014,0.35,553,16,7,16.77,1166,1118,918,840,1196,502,388,27.5
0.15,0.31,1.27,0.01,0.011,0.02,0.01,0.02,0.003,0.001,0.003,0.04,0.017,0.012,0.37,562,16,7,16.57,1160,1112,915,834,1196,515,417,27.5
0.15,0.31,1.27,0.01,0.011,0.02,0.01,0.02,0.003,0.001,0.003,0.04,0.017,0.012,0.37,557,16,7,16.27,1161,1113,916,834,1192,521,408,28.0
0.151,0.26,1.21,0.012,0.008,0.02,0.01,0.02,0.003,0.001,0.002,0.033,0.015,0.012,0.36,553,16,7,14.57,1163,1114,920,828,1192,520,400,28.5
0.151,0.26,1.21,0.012,0.008,0.02,0.01,0.02,0.003,0.001,0.002,0.033,0.015,0.012,0.36,553,16,7,14.57,1163,1114,920,828,1192,520,400,28.5
0.146,0.28,1.26,0.014,0.007,0.02,0.01,0.02,0.002,0.002,0.003,0.028,0.014,0.013,0.36,547,16,7,15.57,1158,1110,922,826,1191,527,402,28.5
0.15,0.23,1.24,0.014,0.007,0.02,0.01,0.02,0.002,0.002,0.003,0.028,0.017,0.011,0.36,558,14,7,22.5,1166,1118,878,841,1210,526,428,26.5
0.145,0.27,1.24,0.014,0.006,0.02,0.01,0.02,0.002,0.001,0.003,0.039,0.018,0.013,0.36,565,14,7,18.98,1146,1098,897,824,1178,519,415,29.0
0.15,0.23,1.24,0.014,0.007,0.02,0.01,0.02,0.002,0.002,0.003,0.028,0.017,0.011,0.36,541,14,7,22.6,1158,1112,877,840,1214,514,428,29.5
0.144,0.28,1.24,0.012,0.004,0.02,0.01,0.02,0.001,0.002,0.003,0.032,0.017,0.011,0.36,561,14,7,22.3,1175,1126,889,844,1210,537,425,28.0
0.144,0.28,1.24,0.012,0.004,0.02,0.01,0.02,0.001,0.002,0.003,0.032,0.017,0.011,0.36,558,14,7,22.2,1160,1112,878,832,1207,530,440,28.0
0.146,0.26,1.22,0.011,0.006,0.02,0.01,0.02,0.002,0.001,0.003,0.039,0.016,0.014,0.36,584,16,9,22.1,1157,1104,877,800,1199,522,424,29.0
0.146,0.26,1.22,0.011,0.006,0.02,0.01,0.02,0.002,0.001,0.003,0.039,0.016,0.014,0.36,584,16,9,22.1,1157,1104,877,800,1199,522,424,29.0
0.151,0.25,1.24,0.012,0.007,0.02,0.01,0.02,0.002,0.002,0.003,0.035,0.015,0.016,0.37,474,18,9,19.55,1166,1112,892,799,1200,536,457,28.0
0.143,0.25,1.23,0.014,0.004,0.02,0.01,0.02,0.002,0.002,0.002,0.037,0.019,0.013,0.35,576,14,7,19.1,1152,1102,880,815,1188,512,402,27.5
0.155,0.23,1.24,0.015,0.008,0.02,0.01,0.02,0.001,0.002,0.002,0.04,0.012,0.012,0.37,573,14,7,21.2,1186,1130,880,817,1203,529,435,30.0
0.151,0.23,1.21,0.013,0.007,0.02,0.01,0.02,0.002,0.002,0.002,0.039,0.015,0.012,0.36,578,14,7,21.2,1173,1119,882,819,1203,535,439,28.0
0.152,0.27,1.27,0.018,0.007,0.02,0.01,0.02,0.001,0.002,0.002,0.037,0.017,0.012,0.37,544,14,7,20.6,1172,1117,872,807,1208,518,405,26.0
0.148,0.23,1.21,0.012,0.008,0.02,0.01,0.02,0.002,0.002,0.002,0.028,0.015,0.011,0.36,276,16,9,35.3,1175,1125,871,828,1198,529,490,27.0
0.154,0.24,1.24,0.012,0.005,0.02,0.01,0.02,0.001,0.002,0.003,0.027,0.018,0.012,0.37,544,16,9,41.55,1173,1120,846,807,1199,575,437,26.5
0.152,0.25,1.24,0.014,0.005,0.02,0.01,0.02,0.002,0.002,0.003,0.034,0.016,0.013,0.37,20,16,9,36.69,1137,1088,839,807,1197,562,464,26.5
0.147,0.26,1.25,0.015,0.005,0.02,0.01,0.02,0.004,0.002,0.003,0.036,0.016,0.012,0.36,624,16,9,37.3,1163,1116,875,836,1207,546,429,27.5
0.153,0.26,1.23,0.013,0.007,0.02,0.01,0.03,0.002,0.001,0.004,0.033,0.015,0.011,0.37,553,14,9,35.3,1187,1137,872,838,1209,529,426,26.5
0.151,0.25,1.22,0.012,0.004,0.02,0.01,0.01,0.002,0.001,0.003,0.032,0.017,0.011,0.36,585,14,7,24.95,1147,1101,878,839,1195,535,458,30.5
0.147,0.24,1.23,0.014,0.009,0.02,0.01,0.02,0.001,0.001,0.003,0.031,0.015,0.011,0.36,562,14,7,13.76,1159,1103,905,788,1192,505,405,29.5
0.145,0.23,1.23,0.015,0.008,0.02,0.01,0.02,0.002,0.002,0.002,0.033,0.017,0.011,0.36,549,16,9,16.6,1157,1098,887,818,1184,504,434,29.0
0.152,0.26,1.24,0.014,0.006,0.02,0.01,0.02,0.002,0.002,0.003,0.035,0.015,0.011,0.37,563,16,9,16.6,1169,1113,918,790,1195,523,434,28.5
0.151,0.27,1.24,0.013,0.007,0.02,0.01,0.02,0.001,0.001,0.002,0.031,0.016,0.013,0.37,20,18,7,20.505000000000003,1175,1121,861,808,1196,517,378,26.0
0.151,0.28,1.24,0.013,0.004,0.02,0.01,0.03,0.002,0.002,0.003,0.031,0.013,0.013,0.37,72,18,7,20.505000000000003,1162,1108,822,782,1194,513,367,27.5
0.155,0.26,1.26,0.015,0.009,0.02,0.01,0.02,0.002,0.001,0.003,0.037,0.017,0.014,0.37,597,14,7,26.2,1150,1105,879,837,1197,532,458,25.5
0.155,0.26,1.26,0.015,0.009,0.02,0.01,0.02,0.002,0.001,0.003,0.037,0.017,0.014,0.37,586,14,7,28.7,1152,1107,871,839,1190,514,407,27.5
0.155,0.26,1.26,0.015,0.009,0.02,0.01,0.02,0.002,0.001,0.003,0.037,0.017,0.014,0.37,585,14,7,22.65,1136,1093,876,841,1189,522,440,27.5
0.155,0.26,1.26,0.015,0.009,0.02,0.01,0.02,0.002,0.001,0.003,0.037,0.017,0.014,0.37,580,14,7,18.15,1163,1111,880,819,1189,533,444,28.5
0.145,0.27,1.23,0.012,0.005,0.02,0.01,0.01,0.001,0.001,0.002,0.042,0.015,0.012,0.36,546,14,9,33.27,1165,1115,866,821,1196,555,410,27.0
